username,timestamp,activity_type,ip_address,device_info,session_duration,files_accessed,failed_logins
user045,2026-05-13 02:59:06.988756,login,192.168.1.146,Ubuntu,4.86,13,2
user042,2026-04-18 19:59:06.988756,network_connect,192.168.1.95,macOS,23.78,8,1
user039,2026-05-11 00:59:06.988756,database_query,192.168.1.254,macOS,121.77,6,4
user014,2026-05-04 15:59:06.988756,network_connect,192.168.1.101,iPhone,45.65,7,0
user031,2026-05-13 00:59:06.988756,database_query,192.168.1.30,Ubuntu,72.84,5,0
user005,2026-05-12 23:59:06.988756,database_query,192.168.1.249,macOS,28.26,11,0
user035,2026-05-16 01:59:06.988756,network_connect,192.168.1.170,iPhone,20.2,11,1
user023,2026-04-26 16:59:06.988756,file_access,192.168.1.33,iPhone,5.16,9,2
user029,2026-05-03 01:59:06.988756,email_send,192.168.1.202,Windows-10,93.91,5,1
user043,2026-05-07 23:59:06.988756,login,192.168.1.229,iPhone,68.79,11,0
user011,2026-04-21 22:59:06.988756,email_send,192.168.1.12,macOS,28.979999999999997,51,6
user018,2026-05-11 17:59:06.988756,login,192.168.1.118,Windows-10,32.31,10,2
user047,2026-05-17 09:59:06.988756,login,192.168.1.94,Windows-10,30.07,4,1
user012,2026-04-27 04:59:06.988756,database_query,192.168.1.155,macOS,44.15,7,1
user009,2026-05-05 01:59:06.988756,login,192.168.1.167,Ubuntu,131.5,11,3
user010,2026-04-27 04:59:06.988756,login,192.168.1.137,iPhone,39.01,10,0
user044,2026-05-13 09:59:06.988756,network_connect,192.168.1.246,Windows-10,34.97,7,2
user017,2026-05-14 05:59:06.988756,email_send,192.168.1.149,Ubuntu,2.32,10,1
user038,2026-05-15 05:59:06.988756,network_connect,192.168.1.76,macOS,2.92,8,0
user007,2026-04-20 11:59:06.988756,login,192.168.1.247,iPhone,9.34,3,2
user046,2026-04-27 02:59:06.988756,database_query,192.168.1.29,iPhone,1.49,7,2
user013,2026-04-25 01:59:06.988756,network_connect,192.168.1.161,Windows-10,61.2,6,2
user040,2026-04-22 18:59:06.988756,network_connect,192.168.1.235,iPhone,57.82,8,1
user042,2026-05-16 02:59:06.988756,file_access,192.168.1.190,iPhone,6.58,9,2
user009,2026-05-02 04:59:06.988756,login,192.168.1.117,iPhone,81.38,10,2
user050,2026-05-10 19:59:06.988756,database_query,192.168.1.15,iPhone,7.57,12,1
user027,2026-05-09 02:59:06.988756,network_connect,192.168.1.2,macOS,16.13,10,2
user002,2026-04-19 16:59:06.988756,network_connect,192.168.1.180,Ubuntu,12.88,7,2
user005,2026-05-08 01:59:06.988756,database_query,192.168.1.231,macOS,20.96,7,2
user029,2026-05-08 09:59:06.988756,login,192.168.1.117,macOS,13.23,13,0
user037,2026-05-01 13:59:06.988756,file_access,192.168.1.172,Windows-10,30.21,8,4
user038,2026-04-30 22:59:06.988756,network_connect,192.168.1.182,iPhone,23.55,13,1
user019,2026-05-09 13:59:06.988756,file_access,192.168.1.18,macOS,193.96,5,3
user008,2026-05-17 20:59:06.988756,email_send,192.168.1.3,iPhone,2.59,7,3
user048,2026-04-20 06:59:06.988756,login,192.168.1.135,macOS,6.9,9,4
user045,2026-04-19 21:59:06.988756,email_send,192.168.1.171,macOS,2.44,3,0
user001,2026-05-08 04:59:06.988756,email_send,192.168.1.210,Windows-10,44.24,11,0
user022,2026-04-22 14:59:06.988756,email_send,192.168.1.236,Ubuntu,2.52,5,1
user017,2026-04-27 11:59:06.988756,login,192.168.1.166,Ubuntu,81.48,6,0
user007,2026-04-25 20:59:06.988756,login,192.168.1.165,macOS,32.28,8,1
user025,2026-05-10 00:59:06.988756,database_query,192.168.1.186,Windows-10,33.69,4,1
user045,2026-05-10 05:59:06.988756,file_access,192.168.1.161,iPhone,37.11,5,2
user004,2026-05-03 05:59:06.988756,file_access,192.168.1.108,iPhone,8.43,15,1
user036,2026-04-19 23:59:06.988756,database_query,192.168.1.187,macOS,9.91,4,1
user006,2026-04-24 09:59:06.988756,database_query,192.168.1.95,Ubuntu,17.28,5,1
user031,2026-04-29 17:59:06.988756,email_send,192.168.1.122,Windows-10,40.51,14,0
user019,2026-05-06 21:59:06.988756,database_query,192.168.1.11,Ubuntu,10.61,5,1
user044,2026-04-25 17:59:06.988756,network_connect,192.168.1.68,iPhone,5.57,12,2
user039,2026-05-10 09:59:06.988756,file_access,192.168.1.123,Ubuntu,157.97,13,1
user027,2026-05-09 23:59:06.988756,database_query,192.168.1.210,iPhone,1.0,5,2
user010,2026-05-07 21:59:06.988756,network_connect,192.168.1.196,Windows-10,73.04,6,1
user026,2026-05-05 03:59:06.988756,network_connect,192.168.1.113,Windows-10,69.81,8,4
user019,2026-04-24 19:59:06.988756,network_connect,192.168.1.98,macOS,15.87,8,1
user039,2026-04-24 05:59:06.988756,network_connect,192.168.1.93,macOS,6.56,6,1
user003,2026-05-13 02:59:06.988756,email_send,192.168.1.216,Ubuntu,7.08,3,1
user045,2026-04-27 14:59:06.988756,network_connect,192.168.1.22,Windows-10,188.29999999999998,55,7
user013,2026-04-22 08:59:06.988756,email_send,192.168.1.194,Windows-10,46.33,6,1
user050,2026-05-14 11:59:06.988756,email_send,192.168.1.172,macOS,68.7,7,2
user028,2026-04-28 07:59:06.988756,network_connect,192.168.1.127,iPhone,124.75,4,0
user020,2026-04-29 15:59:06.988756,file_access,192.168.1.134,Ubuntu,52.98,7,1
user028,2026-04-29 03:59:06.988756,network_connect,192.168.1.170,Ubuntu,7.62,10,2
user008,2026-05-07 17:59:06.988756,network_connect,192.168.1.25,macOS,12.55,4,4
user041,2026-05-13 00:59:06.988756,network_connect,192.168.1.247,Windows-10,83.09,10,1
user039,2026-05-10 12:59:06.988756,file_access,192.168.1.185,macOS,10.57,7,1
user001,2026-05-12 07:59:06.988756,login,192.168.1.85,macOS,11.865,56,8
user003,2026-05-02 05:59:06.988756,login,192.168.1.55,macOS,54.67,9,1
user013,2026-05-10 14:59:06.988756,email_send,192.168.1.251,macOS,23.18,7,0
user028,2026-04-23 13:59:06.988756,email_send,192.168.1.144,iPhone,397.88,54,6
user049,2026-05-16 07:59:06.988756,file_access,192.168.1.95,iPhone,47.27,6,0
user025,2026-04-30 19:59:06.988756,database_query,192.168.1.142,Windows-10,4.26,8,1
user033,2026-05-01 18:59:06.988756,login,192.168.1.167,macOS,132.92,6,1
user038,2026-04-18 18:59:06.988756,email_send,192.168.1.156,iPhone,13.46,8,2
user006,2026-05-04 13:59:06.988756,login,192.168.1.224,Windows-10,18.51,10,0
user044,2026-05-08 23:59:06.988756,file_access,192.168.1.220,macOS,23.16,9,0
user045,2026-04-18 04:59:06.988756,file_access,192.168.1.179,Ubuntu,2.37,7,2
user032,2026-05-08 01:59:06.988756,database_query,192.168.1.119,iPhone,30.88,13,1
user045,2026-05-14 10:59:06.988756,database_query,192.168.1.177,Windows-10,5.92,9,0
user047,2026-04-21 14:59:06.988756,file_access,192.168.1.9,Ubuntu,23.06,10,2
user021,2026-05-16 00:59:06.988756,email_send,192.168.1.186,macOS,19.43,7,3
user016,2026-05-05 01:59:06.988756,login,192.168.1.173,macOS,66.69,9,0
user021,2026-05-02 20:59:06.988756,network_connect,192.168.1.150,macOS,73.14,7,1
user011,2026-05-07 12:59:06.988756,database_query,192.168.1.160,iPhone,7.49,9,0
user037,2026-05-03 05:59:06.988756,network_connect,192.168.1.197,Windows-10,20.55,10,1
user036,2026-05-10 04:59:06.988756,email_send,192.168.1.215,Ubuntu,21.03,6,1
user035,2026-04-25 13:59:06.988756,database_query,192.168.1.197,Windows-10,7.39,6,1
user019,2026-04-23 14:59:06.988756,network_connect,192.168.1.42,iPhone,72.08,1,2
user020,2026-04-21 08:59:06.988756,email_send,192.168.1.53,Windows-10,55.28,10,0
user018,2026-04-20 04:59:06.988756,login,192.168.1.224,iPhone,9.5,5,0
user047,2026-04-26 02:59:06.988756,email_send,192.168.1.187,macOS,20.56,13,1
user041,2026-04-18 02:59:06.988756,database_query,192.168.1.74,Ubuntu,5.03,13,2
user049,2026-04-27 10:59:06.988756,file_access,192.168.1.251,macOS,44.52,11,1
user014,2026-04-29 08:59:06.988756,login,192.168.1.39,Windows-10,5.82,9,1
user015,2026-04-30 22:59:06.988756,network_connect,192.168.1.122,macOS,191.88,7,2
user031,2026-04-27 19:59:06.988756,database_query,192.168.1.15,Ubuntu,68.28,6,2
user001,2026-04-21 23:59:06.988756,file_access,192.168.1.199,macOS,22.26,9,0
user003,2026-05-11 05:59:06.988756,email_send,192.168.1.157,Ubuntu,136.08,53,7
user016,2026-05-06 13:59:06.988756,file_access,192.168.1.123,Ubuntu,109.03,6,1
user023,2026-05-03 04:59:06.988756,database_query,192.168.1.111,macOS,36.34,10,1
user011,2026-04-27 09:59:06.988756,database_query,192.168.1.131,iPhone,8.63,9,1
user012,2026-04-18 01:59:06.988756,file_access,192.168.1.83,Windows-10,21.42,7,0
user010,2026-04-18 14:59:06.988756,email_send,192.168.1.10,iPhone,291.76,55,7
user032,2026-05-04 14:59:06.988756,file_access,192.168.1.92,iPhone,46.5,8,1
user016,2026-05-04 15:59:06.988756,database_query,192.168.1.29,macOS,47.34,6,3
user008,2026-04-25 10:59:06.988756,database_query,192.168.1.207,Windows-10,317.52,52,9
user038,2026-05-07 00:59:06.988756,network_connect,192.168.1.35,Windows-10,100.98,10,3
user012,2026-04-26 11:59:06.988756,network_connect,192.168.1.6,iPhone,113.54,5,0
user024,2026-04-23 00:59:06.988756,login,192.168.1.140,macOS,4.48,9,2
user028,2026-04-20 09:59:06.988756,database_query,192.168.1.111,Windows-10,35.35,5,1
user008,2026-04-30 20:59:06.988756,network_connect,192.168.1.38,iPhone,60.71,8,1
user028,2026-04-19 01:59:06.988756,file_access,192.168.1.77,Windows-10,63.65,4,0
user036,2026-05-03 02:59:06.988756,email_send,192.168.1.93,macOS,42.0,7,0
user026,2026-04-21 04:59:06.988756,file_access,192.168.1.147,macOS,8.21,5,0
user008,2026-05-03 03:59:06.988756,email_send,192.168.1.67,macOS,71.85,16,0
user050,2026-04-24 22:59:06.988756,network_connect,192.168.1.136,Windows-10,57.3,2,2
user028,2026-05-06 09:59:06.988756,login,192.168.1.8,Ubuntu,4.05,8,0
user028,2026-04-26 11:59:06.988756,file_access,192.168.1.247,Windows-10,28.05,9,0
user037,2026-05-13 21:59:06.988756,file_access,192.168.1.122,Ubuntu,8.6,11,2
user041,2026-04-24 19:59:06.988756,file_access,192.168.1.84,macOS,18.53,8,0
user036,2026-04-26 03:59:06.988756,email_send,192.168.1.175,iPhone,0.82,6,2
user027,2026-04-25 15:59:06.988756,network_connect,192.168.1.132,Ubuntu,23.01,11,3
user017,2026-05-06 07:59:06.988756,file_access,192.168.1.179,macOS,35.92,7,2
user009,2026-04-23 17:59:06.988756,file_access,192.168.1.85,macOS,43.49,10,1
user033,2026-05-03 14:59:06.988756,login,192.168.1.195,Ubuntu,49.01,10,1
user020,2026-05-08 06:59:06.988756,login,192.168.1.45,iPhone,81.44,8,0
user013,2026-05-10 21:59:06.988756,network_connect,192.168.1.136,macOS,10.92,7,1
user028,2026-05-06 17:59:06.988756,network_connect,192.168.1.87,Ubuntu,5.78,3,0
user048,2026-05-15 21:59:06.988756,database_query,192.168.1.16,iPhone,85.83,13,1
user029,2026-05-14 14:59:06.988756,login,192.168.1.77,iPhone,7.66,7,1
user013,2026-05-15 12:59:06.988756,database_query,192.168.1.195,macOS,165.57,7,1
user046,2026-05-16 11:59:06.988756,email_send,192.168.1.240,Windows-10,83.19,12,1
user035,2026-04-23 12:59:06.988756,database_query,192.168.1.9,Windows-10,31.27,5,0
user006,2026-04-27 08:59:06.988756,file_access,192.168.1.60,macOS,179.36,7,2
user018,2026-05-11 20:59:06.988756,database_query,192.168.1.78,iPhone,4.61,7,0
user005,2026-05-09 06:59:06.988756,network_connect,192.168.1.77,macOS,16.25,6,1
user047,2026-05-05 13:59:06.988756,email_send,192.168.1.245,Ubuntu,45.75,9,2
user025,2026-04-28 18:59:06.988756,file_access,192.168.1.249,Windows-10,19.39,6,2
user002,2026-04-26 12:59:06.988756,database_query,192.168.1.71,Ubuntu,118.63,7,1
user010,2026-04-22 00:59:06.988756,email_send,192.168.1.15,macOS,10.674999999999999,56,8
user030,2026-05-06 05:59:06.988756,email_send,192.168.1.71,macOS,35.87,10,0
user050,2026-05-04 08:59:06.988756,file_access,192.168.1.102,iPhone,40.22,4,0
user045,2026-04-23 20:59:06.988756,database_query,192.168.1.226,iPhone,47.59,11,0
user005,2026-04-27 02:59:06.988756,email_send,192.168.1.169,iPhone,13.29,9,0
user033,2026-05-07 06:59:06.988756,email_send,192.168.1.22,Ubuntu,71.435,56,7
user001,2026-04-28 23:59:06.988756,login,192.168.1.152,iPhone,292.285,49,7
user018,2026-05-11 22:59:06.988756,email_send,192.168.1.113,macOS,9.76,7,0
user032,2026-04-29 17:59:06.988756,login,192.168.1.229,iPhone,78.92,7,0
user047,2026-04-22 18:59:06.988756,database_query,192.168.1.172,Windows-10,37.22,12,0
user049,2026-05-03 18:59:06.988756,database_query,192.168.1.1,iPhone,64.63,7,0
user011,2026-04-28 12:59:06.988756,database_query,192.168.1.10,Ubuntu,56.27,14,2
user021,2026-04-24 00:59:06.988756,network_connect,192.168.1.235,Windows-10,10.47,7,1
user026,2026-05-15 17:59:06.988756,database_query,192.168.1.208,Windows-10,37.85,3,1
user025,2026-05-12 01:59:06.988756,email_send,192.168.1.110,Windows-10,91.03,9,1
user022,2026-04-26 14:59:06.988756,file_access,192.168.1.200,Ubuntu,25.46,13,0
user027,2026-05-11 01:59:06.988756,login,192.168.1.184,macOS,152.95,6,3
user049,2026-05-08 16:59:06.988756,network_connect,192.168.1.113,iPhone,27.08,5,3
user013,2026-05-04 18:59:06.988756,database_query,192.168.1.217,Windows-10,6.93,6,1
user033,2026-04-20 09:59:06.988756,database_query,192.168.1.50,Windows-10,22.2,5,1
user034,2026-04-28 05:59:06.988756,file_access,192.168.1.12,Windows-10,136.37,5,2
user041,2026-04-25 15:59:06.988756,file_access,192.168.1.89,macOS,17.34,6,1
user035,2026-05-14 08:59:06.988756,network_connect,192.168.1.209,macOS,91.16,15,1
user001,2026-05-14 22:59:06.988756,login,192.168.1.188,Ubuntu,95.88,7,0
user021,2026-05-13 06:59:06.988756,database_query,192.168.1.154,macOS,19.4,9,1
user048,2026-04-21 23:59:06.988756,network_connect,192.168.1.238,iPhone,3.91,10,4
user006,2026-04-28 18:59:06.988756,email_send,192.168.1.112,Ubuntu,58.02,10,1
user028,2026-04-23 22:59:06.988756,email_send,192.168.1.78,Ubuntu,16.8,7,3
user017,2026-05-16 04:59:06.988756,network_connect,192.168.1.169,iPhone,68.74,9,3
user005,2026-04-29 03:59:06.988756,database_query,192.168.1.164,iPhone,26.31,6,1
user031,2026-05-01 08:59:06.988756,network_connect,192.168.1.121,iPhone,29.88,7,2
user005,2026-04-29 00:59:06.988756,database_query,192.168.1.23,Ubuntu,67.71,9,0
user038,2026-04-24 09:59:06.988756,file_access,192.168.1.171,Ubuntu,21.68,7,1
user003,2026-05-06 16:59:06.988756,network_connect,192.168.1.134,Ubuntu,26.34,5,0
user023,2026-04-27 18:59:06.988756,database_query,192.168.1.239,iPhone,21.24,9,3
user037,2026-04-29 06:59:06.988756,network_connect,192.168.1.197,iPhone,20.6,5,0
user037,2026-05-05 18:59:06.988756,network_connect,192.168.1.171,Windows-10,33.59,8,2
user010,2026-04-17 23:59:06.988756,database_query,192.168.1.25,macOS,74.45,5,1
user010,2026-04-30 23:59:06.988756,database_query,192.168.1.18,Windows-10,20.21,12,0
user019,2026-05-17 04:59:06.988756,login,192.168.1.190,iPhone,33.43,6,2
user017,2026-04-28 05:59:06.988756,network_connect,192.168.1.141,Ubuntu,49.99,9,3
user021,2026-04-21 07:59:06.988756,email_send,192.168.1.43,iPhone,14.13,1,2
user014,2026-05-07 00:59:06.988756,network_connect,192.168.1.78,macOS,14.63,9,1
user009,2026-05-05 21:59:06.988756,network_connect,192.168.1.28,Windows-10,121.92,8,2
user046,2026-05-01 16:59:06.988756,database_query,192.168.1.146,Windows-10,57.86,10,4
user001,2026-05-14 02:59:06.988756,network_connect,192.168.1.59,Ubuntu,38.74,10,0
user045,2026-05-02 07:59:06.988756,network_connect,192.168.1.188,Windows-10,46.95,5,2
user013,2026-04-21 07:59:06.988756,email_send,192.168.1.63,Windows-10,1.34,12,0
user004,2026-05-12 07:59:06.988756,database_query,192.168.1.185,iPhone,43.32,3,0
user001,2026-05-04 11:59:06.988756,network_connect,192.168.1.92,Windows-10,32.06,6,2
user049,2026-05-11 13:59:06.988756,file_access,192.168.1.179,Windows-10,35.51,6,1
user040,2026-04-22 06:59:06.988756,login,192.168.1.56,Windows-10,20.04,8,2
user032,2026-05-13 02:59:06.988756,email_send,192.168.1.155,Ubuntu,3.82,4,1
user034,2026-04-19 12:59:06.988756,network_connect,192.168.1.160,Ubuntu,9.67,8,1
user028,2026-04-30 19:59:06.988756,file_access,192.168.1.111,iPhone,135.48,7,2
user031,2026-05-05 11:59:06.988756,network_connect,192.168.1.137,Windows-10,23.64,6,1
user008,2026-05-01 00:59:06.988756,network_connect,192.168.1.232,Ubuntu,28.29,5,2
user039,2026-05-05 16:59:06.988756,database_query,192.168.1.224,Ubuntu,2.44,12,1
user026,2026-05-01 09:59:06.988756,database_query,192.168.1.212,iPhone,1.72,14,1
user034,2026-04-29 01:59:06.988756,database_query,192.168.1.220,macOS,56.83,10,2
user003,2026-04-29 12:59:06.988756,file_access,192.168.1.225,Windows-10,34.76,7,1
user050,2026-05-15 08:59:06.988756,network_connect,192.168.1.68,Ubuntu,31.98,3,1
user012,2026-04-22 03:59:06.988756,login,192.168.1.46,iPhone,12.54,4,1
user001,2026-05-13 17:59:06.988756,email_send,192.168.1.249,iPhone,61.45,14,2
user044,2026-04-28 05:59:06.988756,database_query,192.168.1.226,iPhone,8.29,6,1
user005,2026-04-27 12:59:06.988756,database_query,192.168.1.240,Ubuntu,9.48,10,3
user030,2026-05-13 18:59:06.988756,network_connect,192.168.1.67,Windows-10,27.79,10,2
user030,2026-05-12 18:59:06.988756,network_connect,192.168.1.154,macOS,15.18,10,1
user017,2026-04-18 15:59:06.988756,file_access,192.168.1.136,Windows-10,12.79,9,1
user048,2026-05-11 04:59:06.988756,file_access,192.168.1.6,iPhone,46.63,9,0
user047,2026-05-15 21:59:06.988756,database_query,192.168.1.208,iPhone,47.37,5,0
user023,2026-04-24 18:59:06.988756,network_connect,192.168.1.24,macOS,78.31,8,1
user015,2026-05-12 13:59:06.988756,login,192.168.1.176,Windows-10,24.34,6,1
user037,2026-04-26 08:59:06.988756,email_send,192.168.1.231,iPhone,3.42,10,4
user021,2026-04-20 10:59:06.988756,network_connect,192.168.1.94,iPhone,14.39,11,1
user014,2026-04-20 02:59:06.988756,network_connect,192.168.1.173,Windows-10,176.05,9,1
user002,2026-04-24 18:59:06.988756,file_access,192.168.1.13,iPhone,40.81,8,3
user011,2026-04-26 22:59:06.988756,email_send,192.168.1.197,Windows-10,55.66,9,1
user039,2026-05-06 12:59:06.988756,database_query,192.168.1.25,iPhone,0.33,5,1
user038,2026-04-18 00:59:06.988756,network_connect,192.168.1.148,Windows-10,32.86,12,2
user034,2026-04-20 15:59:06.988756,database_query,192.168.1.118,macOS,1.72,5,3
user038,2026-05-14 23:59:06.988756,network_connect,192.168.1.82,iPhone,37.9,10,1
user050,2026-04-20 08:59:06.988756,database_query,192.168.1.111,macOS,114.09,9,0
user034,2026-04-24 12:59:06.988756,email_send,192.168.1.82,iPhone,155.48,14,2
user018,2026-05-02 06:59:06.988756,file_access,192.168.1.66,iPhone,35.0,11,1
user030,2026-04-26 12:59:06.988756,email_send,192.168.1.202,Ubuntu,27.58,10,1
user015,2026-04-23 09:59:06.988756,login,192.168.1.247,Windows-10,130.53,14,0
user027,2026-05-12 10:59:06.988756,file_access,192.168.1.45,macOS,50.38,10,1
user034,2026-05-09 09:59:06.988756,email_send,192.168.1.114,macOS,3.02,8,1
user038,2026-05-13 22:59:06.988756,login,192.168.1.175,macOS,28.21,7,0
user033,2026-05-07 02:59:06.988756,network_connect,192.168.1.63,Windows-10,12.36,10,1
user024,2026-04-30 11:59:06.988756,network_connect,192.168.1.76,Ubuntu,28.55,6,0
user015,2026-04-23 01:59:06.988756,database_query,192.168.1.239,macOS,27.35,8,1
user030,2026-05-14 04:59:06.988756,file_access,192.168.1.205,Windows-10,39.27,7,1
user042,2026-05-17 15:59:06.988756,network_connect,192.168.1.114,iPhone,19.86,12,2
user017,2026-05-12 07:59:06.988756,file_access,192.168.1.111,macOS,8.08,4,0
user005,2026-04-29 22:59:06.988756,network_connect,192.168.1.249,macOS,31.53,11,1
user029,2026-05-07 02:59:06.988756,database_query,192.168.1.183,Ubuntu,79.79,10,0
user004,2026-04-24 07:59:06.988756,email_send,192.168.1.203,macOS,49.08,8,0
user010,2026-05-02 15:59:06.988756,database_query,192.168.1.147,macOS,65.065,53,7
user017,2026-04-27 12:59:06.988756,login,192.168.1.35,iPhone,123.37,13,0
user010,2026-04-22 10:59:06.988756,network_connect,192.168.1.231,Windows-10,109.48,11,2
user017,2026-04-24 08:59:06.988756,login,192.168.1.53,Windows-10,10.57,9,3
user020,2026-04-23 17:59:06.988756,login,192.168.1.26,Ubuntu,1.81,6,2
user024,2026-04-22 01:59:06.988756,file_access,192.168.1.238,iPhone,60.85,2,1
user005,2026-04-30 17:59:06.988756,network_connect,192.168.1.14,Windows-10,79.11,11,2
user034,2026-05-14 23:59:06.988756,login,192.168.1.118,iPhone,154.7,7,0
user006,2026-04-22 17:59:06.988756,email_send,192.168.1.45,Windows-10,99.26,15,0
user002,2026-04-24 05:59:06.988756,login,192.168.1.172,iPhone,41.29,6,2
user013,2026-04-29 03:59:06.988756,email_send,192.168.1.216,Ubuntu,33.98,8,0
user043,2026-04-23 01:59:06.988756,file_access,192.168.1.233,macOS,1.27,5,1
user043,2026-05-06 13:59:06.988756,login,192.168.1.193,Ubuntu,12.75,10,0
user048,2026-05-17 04:59:06.988756,database_query,192.168.1.51,Windows-10,27.7,5,0
user011,2026-04-27 18:59:06.988756,file_access,192.168.1.171,Ubuntu,155.96,49,6
user047,2026-05-08 15:59:06.988756,email_send,192.168.1.119,macOS,36.66,5,3
user023,2026-04-25 23:59:06.988756,file_access,192.168.1.214,Ubuntu,61.08,9,2
user016,2026-05-17 05:59:06.988756,login,192.168.1.151,Windows-10,14.77,10,0
user031,2026-04-24 20:59:06.988756,network_connect,192.168.1.184,Windows-10,37.45,10,2
user011,2026-04-20 11:59:06.988756,network_connect,192.168.1.246,Ubuntu,4.15,4,0
user016,2026-05-09 15:59:06.988756,email_send,192.168.1.19,macOS,24.02,11,3
user008,2026-04-26 05:59:06.988756,email_send,192.168.1.82,Ubuntu,62.41,9,1
user004,2026-05-01 20:59:06.988756,network_connect,192.168.1.76,macOS,53.2,6,3
user040,2026-05-12 08:59:06.988756,email_send,192.168.1.183,iPhone,210.22,12,3
user004,2026-05-12 20:59:06.988756,file_access,192.168.1.220,macOS,14.65,8,2
user025,2026-05-17 12:59:06.988756,database_query,192.168.1.92,iPhone,31.03,7,1
user003,2026-04-27 17:59:06.988756,database_query,192.168.1.188,Ubuntu,17.99,5,2
user032,2026-05-16 00:59:06.988756,file_access,192.168.1.187,macOS,26.14,10,1
user003,2026-05-02 20:59:06.988756,database_query,192.168.1.33,iPhone,87.51,9,3
user027,2026-05-08 20:59:06.988756,login,192.168.1.147,iPhone,51.87,8,0
user029,2026-05-02 06:59:06.988756,file_access,192.168.1.28,iPhone,96.34,9,0
user032,2026-04-29 15:59:06.988756,email_send,192.168.1.123,Windows-10,10.24,7,1
user050,2026-04-26 10:59:06.988756,file_access,192.168.1.180,Ubuntu,92.99,2,0
user019,2026-04-24 07:59:06.988756,network_connect,192.168.1.253,iPhone,2.77,4,1
user021,2026-05-10 16:59:06.988756,email_send,192.168.1.126,macOS,98.76,7,1
user005,2026-04-20 12:59:06.988756,network_connect,192.168.1.177,iPhone,17.96,4,3
user018,2026-05-15 03:59:06.988756,email_send,192.168.1.37,Windows-10,17.0,6,3
user028,2026-05-01 15:59:06.988756,database_query,192.168.1.154,Ubuntu,32.29,9,2
user042,2026-04-27 02:59:06.988756,file_access,192.168.1.99,Windows-10,127.12,4,4
user022,2026-04-22 18:59:06.988756,login,192.168.1.98,Windows-10,2.2,10,1
user021,2026-05-04 02:59:06.988756,email_send,192.168.1.127,Windows-10,19.54,7,0
user006,2026-04-26 07:59:06.988756,email_send,192.168.1.227,macOS,87.39,11,1
user001,2026-04-24 14:59:06.988756,network_connect,192.168.1.168,Ubuntu,22.69,4,2
user005,2026-04-27 07:59:06.988756,database_query,192.168.1.80,Ubuntu,9.99,16,0
user041,2026-04-26 02:59:06.988756,network_connect,192.168.1.38,macOS,24.89,8,0
user012,2026-04-20 08:59:06.988756,network_connect,192.168.1.77,Ubuntu,21.92,5,1
user026,2026-04-21 13:59:06.988756,database_query,192.168.1.126,Windows-10,111.15,8,3
user046,2026-05-10 05:59:06.988756,login,192.168.1.87,Ubuntu,64.58,4,0
user034,2026-05-15 22:59:06.988756,network_connect,192.168.1.252,macOS,31.65,8,1
user049,2026-04-18 19:59:06.988756,network_connect,192.168.1.54,Windows-10,200.44,9,1
user014,2026-05-10 10:59:06.988756,email_send,192.168.1.150,macOS,28.17,9,0
user026,2026-05-17 12:59:06.988756,database_query,192.168.1.16,iPhone,2.7,10,0
user045,2026-04-28 19:59:06.988756,file_access,192.168.1.28,Windows-10,13.69,6,1
user027,2026-05-12 15:59:06.988756,login,192.168.1.240,Windows-10,25.78,7,0
user009,2026-04-27 23:59:06.988756,login,192.168.1.163,Ubuntu,7.68,9,2
user026,2026-04-23 04:59:06.988756,database_query,192.168.1.188,Windows-10,132.67,7,1
user047,2026-05-07 03:59:06.988756,email_send,192.168.1.173,macOS,65.52,11,2
user022,2026-05-13 03:59:06.988756,email_send,192.168.1.46,Ubuntu,14.06,2,2
user047,2026-05-06 22:59:06.988756,database_query,192.168.1.72,iPhone,40.21,17,2
user030,2026-05-06 12:59:06.988756,email_send,192.168.1.236,macOS,57.52,12,1
user043,2026-05-09 22:59:06.988756,login,192.168.1.183,iPhone,127.57,8,2
user048,2026-04-20 13:59:06.988756,login,192.168.1.247,iPhone,96.03,3,3
user017,2026-05-14 17:59:06.988756,file_access,192.168.1.214,iPhone,32.58,9,1
user026,2026-04-27 14:59:06.988756,database_query,192.168.1.85,Windows-10,67.06,9,1
user036,2026-04-25 13:59:06.988756,network_connect,192.168.1.26,macOS,37.16,6,2
user001,2026-05-03 07:59:06.988756,network_connect,192.168.1.232,macOS,36.2,6,0
user008,2026-05-02 08:59:06.988756,file_access,192.168.1.85,Windows-10,5.48,10,1
user049,2026-05-10 04:59:06.988756,file_access,192.168.1.153,Ubuntu,6.07,3,2
user035,2026-05-08 02:59:06.988756,email_send,192.168.1.233,iPhone,33.93,4,2
user015,2026-05-12 10:59:06.988756,file_access,192.168.1.65,macOS,14.09,10,1
user047,2026-05-16 15:59:06.988756,file_access,192.168.1.134,Windows-10,0.96,6,0
user022,2026-05-02 19:59:06.988756,network_connect,192.168.1.151,iPhone,57.74,12,0
user014,2026-05-05 19:59:06.988756,email_send,192.168.1.115,Ubuntu,1.49,9,1
user026,2026-04-21 04:59:06.988756,file_access,192.168.1.64,Ubuntu,40.7,9,2
user028,2026-05-07 14:59:06.988756,file_access,192.168.1.87,iPhone,34.86,10,0
user023,2026-05-12 21:59:06.988756,email_send,192.168.1.171,Ubuntu,156.05,6,0
user014,2026-04-20 21:59:06.988756,database_query,192.168.1.107,macOS,29.79,9,0
user024,2026-04-25 14:59:06.988756,email_send,192.168.1.151,macOS,2.96,7,1
